pincode,place_name,state_name,latitude,longitude
802163,Naya Mohammadpur,Bihar,,
802164,Sandesh,Bihar,,
802165,Sahpur Patti,Bihar,,
802166,Umraoganj,Bihar,,
802169,Gaighat,Bihar,,
802171,Sarenja,Bihar,,
802172,Babura,Bihar,,
802173,Jalpura,Bihar,,
802174,Jamira,Bihar,,
802178,Kalyanpur(Arrah),Bihar,,
802182,Tar,Bihar,,
802183,Gaudarh Rudranagar,Bihar,,
802201,Agion,Bihar,,
802202,Agion Bazar,Bihar,,
802203,Garhani,Bihar,,
802204,Hasan Bazar,Bihar,,
802205,Karath,Bihar,,
802206,Kasap,Bihar,,
802208,Sahar,Bihar,,
802209,Tarari,Bihar,,
802210,Udwantnagar,Bihar,,
802211,Banbhnaul,Bihar,,
802212,Tenduni Chowk,Bihar,,
802215,Garh Nokha,Bihar,,
802218,Natwar,Bihar,,
802219,Rajpur(Arrah),Bihar,,
802220,Sanjhauli,Bihar,,
802223,Charpokhri,Bihar,,
802225,Chhatauna (Arrah),Bihar,,
802226,Dawath,Bihar,,
802230,Tarar(Arrah),Bihar,,
802301,Maharaja College,Bihar,,
802312,Chandwa (Arrah),Bihar,,
802314,Kayamnagar,Bihar,,
802315,Lauhar Farna,Bihar,,
803101,Alinagar,Bihar,,
803107,Asthawan,Bihar,,
803108,Chandi,Bihar,,
803109,Giriak,Bihar,,
803110,Harnaut,Bihar,,
803111,Nalanda R S,Bihar,,
803115,Pawapuri,Bihar,,
803116,Rajgir Kund,Bihar,,
803118,Ashanagar,Bihar,,
803119,Rahui,Bihar,,
803120,Asta,Bihar,,
803124,Veerayatan,Bihar,,
803129,Tetrawan,Bihar,,
803130,Tungi(Biharsharif),Bihar,,
803201,Fatwa,Bihar,,
803203,Alawalpur,Bihar,,
803204,Telmar,Bihar,,
803205,Baikathpur,Bihar,,
803206,Fatehpur (Patna),Bihar,,
803212,Bakhtiarpur,Bihar,,
803221,Pandarak,Bihar,,
803301,Hathidah,Bihar,,
803306,Samyagarh,Bihar,,
804401,Arwal,Bihar,,
804402,Baidrabad,Bihar,,
804404,Chakan,Bihar,,
804405,Dharaut,Bihar,,
804406,Ghosi,Bihar,,
804407,Hulashganj,Bihar,,
804408,Jahanabad Kutchery,Bihar,,
804417,Jahanabad R S,Bihar,,
804418,Kako,Bihar,,
804419,Karpi,Bihar,,
804420,Kazisarai,Bihar,,
804422,Makhdumpur,Bihar,,
804423,Naglakinjar,Bihar,,
804424,Paibigha,Bihar,,
804425,Sakurabad,Bihar,,
804427,Tehta,Bihar,,
804428,Usri,Bihar,,
804432,Bandhuganj,Bihar,,
804451,Hazaratsian,Bihar,,
805101,Dhamaul,Bihar,,
805102,Gobindpur (Nawadah),Bihar,,
805103,Hasua,Bihar,,
805104,Kadirganj,Bihar,,
805106,Kawakol,Bihar,,
805108,Lalbigha,Bihar,,
805109,Nardiganj,Bihar,,
805110,Nawadah Kutchery,Bihar,,
805123,Orhanpur,Bihar,,
805124,Pakribarwan,Bihar,,
805125,Rajauli,Bihar,,
805126,Rajhat,Bihar,,
805128,Tarwan,Bihar,,
805129,Tungi(Nawadah),Bihar,,
805130,Warisaliganj,Bihar,,
805131,Wazirganj,Bihar,,
805134,Tetar,Bihar,,
805136,Jethian,Bihar,,
811104,Sarmera,Bihar,24.3298,85.6667
811111,Teus,Bihar,24.3298,85.6667
811201,Lal Darwaza,Bihar,24.3298,85.6667
811212,Dharhara (Monghyr),Bihar,24.3298,85.6667
811213,Havelikharagpur,Bihar,24.3298,85.6667
811214,Jamalpur Sadar Bazar,Bihar,24.3298,85.6667
811301,Aliganj,Bihar,24.3298,85.6667
811302,Barahiya,Bihar,24.3298,85.6667
811303,Chakar,Bihar,24.3298,85.6667
811304,Chewara,Bihar,24.3298,85.6667
811305,Gidhaur,Bihar,24.3298,85.6667
811307,Jamui,Bihar,24.3298,85.6667
811308,Jhajha,Bihar,24.3298,85.6667
811309,Kajra,Bihar,24.3298,85.6667
811311,Chittaranjan Rd,Bihar,24.3298,85.6667
811312,Lakshmipur,Bihar,24.3298,85.6667
811313,Mallehpur,Bihar,24.3298,85.6667
812001,Ishaquchak,Bihar,24.3298,85.6667
812002,Tatarpur,Bihar,24.3298,85.6667
812003,Barari,Bihar,24.3298,85.6667
812004,Champanagar,Bihar,24.3298,85.6667
812005,Aliganj,Bihar,24.3298,85.6667
812006,Nathnagar,Bihar,24.3298,85.6667
812007,T N B College,Bihar,24.3298,85.6667
813101,Amarpur,Bihar,21.6833,72.2833
813102,Banka H O,Bihar,21.6833,72.2833
813103,Barahat,Bihar,21.6833,72.2833
813105,Jagdishpur,Bihar,21.6833,72.2833
813106,Katoria,Bihar,21.6833,72.2833
813107,Raja Un,Bihar,21.6833,72.2833
813117,Bagduma,Bihar,21.6833,72.2833
813201,Asarganj,Bihar,21.6833,72.2833
813204,Ekchari,Bihar,21.6833,72.2833
813205,Ghogha,Bihar,21.6833,72.2833
813206,Ishipur,Bihar,21.6833,72.2833
813210,S S College,Bihar,21.6833,72.2833
813212,Sangrampur(Bhagalpur),Bihar,21.6833,72.2833
813221,Tarapur,Bihar,21.6833,72.2833
813223,Akbar Nagar,Bihar,21.6833,72.2833
813226,Tarar(Bhagalpur),Bihar,21.6833,72.2833
813228,Tilakpur,Bihar,21.6833,72.2833
813231,Maheshmunda (Bhagalpur),Bihar,21.6833,72.2833
813233,Fatehpur (Bhagalpur),Bihar,21.6833,72.2833
814101,S P College,Bihar,23.6333,85.5167
814102,Ramgarh,Jharkhand,23.6333,85.5167
814103,Kathikund,Jharkhand,23.6333,85.5167
814111,Amrapara,Jharkhand,24.5333,87.5667
814112,Baidyanath Deoghar Ho.,Jharkhand,24.5333,87.5667
814113,Deoghar College,Jharkhand,24.5333,87.5667
814114,Deo Sang Bompas Tower,Jharkhand,24.5333,87.5667
814116,Satsang,Jharkhand,24.5333,87.5667
814117,Talisman Bilasi,Jharkhand,24.5333,87.5667
814118,Basukinath Dham,Jharkhand,24.5333,87.5667
814119,Kurwa,Jharkhand,24.5333,87.5667
814120,Ghorawal,Jharkhand,24.5222,85.4722
814131,Chandan,Bihar,24.5222,85.4722
814133,Godda,Bihar,24.5222,85.4722
814141,Jarmundi,Bihar,24.4,87.05
814142,Jasidih,Jharkhand,24.5167,86.65
814143,Kunda,Jharkhand,24.2167,84.6667
814144,Massanjore,Jharkhand,24.675,84.9194
814145,Nunihat,Jharkhand,24.4833,87.1333
814146,Palojori,Jharkhand,24.675,84.9194
814147,Pathargama,Bihar,24.675,84.9194
814148,Raghunathpur,Jharkhand,26.0333,76.9667
814150,Sarwan,Jharkhand,23.4833,74.8167
814151,Saraiyahat,Jharkhand,24.4833,86.65
814152,Rohini,Jharkhand,24.4833,86.65
814154,Mahagama,Bihar,24.4833,86.65
814156,Sarauni Bazar,Bihar,24.4833,86.65
814158,Guhiajore,Jharkhand,24.4833,86.65
814162,Jama,Jharkhand,24.5222,85.4722
814165,Lalmatia Colleiry,Bihar,24.5222,85.4722
814166,Fatehpur(Dumka),Jharkhand,24.5222,85.4722
815301,Bhandaridah,Chattisgarh,24.1444,86.7611
815311,Beniadih,Chattisgarh,24.1444,86.7611
815312,Bengabad,Chattisgarh,24.1444,86.7611
815313,Ganwan,Chattisgarh,24.1444,86.7611
815314,Kharagdiha,Chattisgarh,24.1444,86.7611
815315,Mirzaganj,Chattisgarh,24.1444,86.7611
815316,Pachamba,Chattisgarh,24.1444,86.7611
815317,Tisri,Chattisgarh,24.1444,86.7611
815351,Jamtara,Jharkhand,23.95,86.8
815352,Karmatand,Jharkhand,24.1444,86.7611
815353,Madhupur,Jharkhand,24.25,86.65
815354,Mihijam,Jharkhand,24.1444,86.7611
815355,Nala,Jharkhand,24.1444,86.7611
815356,Sarath,Jharkhand,24.2333,86.8333
815357,Karogram,Jharkhand,24.1444,86.7611
815359,Kundhait,Jharkhand,24.1444,86.7611
816101,Barharwa,Jharkhand,24.8667,87.7833
816102,Barahait,Jharkhand,24.75,87.6875
816103,Benagaria,Jharkhand,24.1833,87.6167
816104,Hiranpur,Jharkhand,24.7,87.7
816105,Kotalpakur,Jharkhand,24.75,87.6875
816106,Maheshpurraj,Jharkhand,24.75,87.6875
816107,Pakaur,Jharkhand,24.75,87.6875
816108,Rajmahal,Jharkhand,24.75,87.6875
816109,Sahibganj,Jharkhand,25.25,87.65
816115,Sakrigalighat,Jharkhand,24.3333,87.65
816116,Tinpahar Rs,Jharkhand,24.3333,87.65
816117,Pakuria,Jharkhand,24.3333,87.65
816119,Pathana,Jharkhand,24.3333,87.65
816120,Boria,Jharkhand,24.1167,87.45
816121,Littipara,Jharkhand,24.1167,87.45
816122,Jhikarhatti,Jharkhand,24.1167,87.45
816123,Asanbani,Jharkhand,24.1167,87.45
816124,Mohulpahari,Jharkhand,24.1167,87.45
816125,Haripur Barikadarjua,Jharkhand,24.1167,87.45
816129,Talijhari,Jharkhand,24.1167,87.45
821103,Chainpur (Sasaram),Bihar,23.908,85.4865
821104,Chenari,Bihar,23.908,85.4865
821106,Hatta,Bihar,23.908,85.4865
821110,Ramgarh(Arrah),Bihar,23.908,85.4865
821113,Takia,Bihar,23.908,85.4865
821115,Sasaram Bazar,Bihar,23.908,85.4865
821116,Adhaura,Bihar,23.908,85.4865
821119,Darouli (Rohtas),Bihar,23.908,85.4865
821125,Nauhatta(Sasaram),Bihar,23.908,85.4865
821301,Akhouri Bazar,Bihar,23.908,85.4865
821302,Amjhore,Bihar,23.908,85.4865
821303,Banjari,Bihar,23.908,85.4865
821305,Dalmianagar,Bihar,23.908,85.4865
821306,Darihat,Bihar,23.908,85.4865
821307,B M P Camp,Bihar,23.908,85.4865
821308,Indrapuri,Bihar,23.908,85.4865
821309,Kachwa,Bihar,23.908,85.4865
821310,Haiharganj,Bihar,23.908,85.4865
821312,Tilouthu,Bihar,23.908,85.4865
821316,Karwandia,Bihar,23.908,85.4865
821317,Nauhatta (Baulia),Bihar,23.908,85.4865
822101,Daltonganj Ho.,Jharkhand,24.1167,84.1238
822102,Daltonganj College,Jharkhand,24.1167,84.1238
822110,Rajchainpur,Jharkhand,24.1083,84.15
822111,Barwadih,Jharkhand,23.8333,84.1167
822112,Bhawnathpur,Jharkhand,24.1083,84.15
822113,Chhatarpur,Jharkhand,24.3833,84.1833
822114,Garhwa,Jharkhand,24.1083,84.15
822115,Hyder Nagar,Jharkhand,24.1083,84.15
822116,Japla,Jharkhand,24.1083,84.15
822118,Lestinganj,Jharkhand,24.1083,84.15
822119,Mahuadand,Jharkhand,24.1083,84.15
822120,Mohammedganj,Jharkhand,24.1042,84.1333
822121,Nagaruntari,Jharkhand,24.1042,84.1333
822122,Panki,Jharkhand,24.0333,84.4833
822123,Patan,Jharkhand,24.2167,84.1833
822124,Rahala,Jharkhand,24.1042,84.1333
822125,Rankaraj,Jharkhand,24.1042,84.1333
822126,Satbarwa,Jharkhand,23.9167,84.2667
822127,Mandal,Jharkhand,24.1042,84.1333
822128,Ramna,Jharkhand,24.25,83.6
822129,Bhawnathpur Township,Jharkhand,24.1042,84.1333
822131,Shahpur(Daltonganj),Jharkhand,24.1167,84.1238
822133,Chinanki,Jharkhand,24.1167,84.1238
822138,Manjhiaon,Jharkhand,24.1167,84.1238
822141,Rajhara,Jharkhand,24.1833,84.0333
823001,Karimganj,Bihar,24.8667,92.35
823002,Gaya R S,Bihar,24.8667,92.35
823004,Gaya,Bihar,24.8667,92.35
823005,Asc Centre (Gaya),Bihar,24.8667,92.35
824111,Amba,Bihar,22.3333,74.1167
824113,Daudnagar,Bihar,22.3333,74.1167
824114,Deohara,Bihar,22.3333,74.1167
824119,Harihar Ganj,Jharkhand,22.3333,74.1167
824120,Haspura,Bihar,22.3333,74.1167
824121,Jamhore,Bihar,22.3333,74.1167
824122,Jakhim,Bihar,22.3333,74.1167
824124,Obra,Bihar,22.3333,74.1167
824125,Rafiganj,Bihar,22.3333,74.1167
824126,Anti,Bihar,22.3333,74.1167
824127,Kaler,Bihar,22.3333,74.1167
824201,Barachatti,Bihar,22.3333,74.1167
824202,Deo,Bihar,22.3333,74.1167
824206,Imamganj,Bihar,22.3333,74.1167
824208,Madanpur (Gaya),Bihar,22.3333,74.1167
824209,Paraiya,Bihar,22.3333,74.1167
824211,Gola Bazar Sherghati,Bihar,22.3333,74.1167
824217,Bankey Bazar,Bihar,22.3333,74.1167
824232,Fatehpur (Gaya),Bihar,22.3333,74.1167
824234,Magadh University,Bihar,22.3333,74.1167
824236,Tekari,Bihar,22.3333,74.1167
824237,Cherki,Bihar,22.3333,74.1167
824301,Nabinagar,Bihar,22.3333,74.1167
824302,Tandwa(Gaya),Bihar,22.3333,74.1167
824303,Nabinagar Rd,Bihar,22.3333,74.1167
825101,Chitarpur,Bihar,23.5667,85.65
825102,Dhori,Jharkhand,23.7333,85.4111
825103,Simaria,Jharkhand,24.0667,84.9333
825107,Ishri Bazar,Chattisgarh,23.7333,85.4111
825108,Pirtand,Chattisgarh,23.7333,85.4111
825223,Barkatha,Jharkhand,24.1048,85.3345
825301,Hazaribagh Ho.,Jharkhand,23.7833,85.475
825313,Daroo,Jharkhand,23.7167,85.5
825314,Ghatotand,Jharkhand,23.7167,85.5
825315,Konar Dam,Jharkhand,23.7167,85.5
825316,Kuju,Jharkhand,23.7167,85.5
825317,Bsf Meerut,Jharkhand,23.7167,85.5
825318,Palaunjia,Chattisgarh,23.7167,85.5
825319,Reformatory School,Jharkhand,23.7167,85.5
825320,Suriya,Chattisgarh,23.7833,85.475
825321,Tandwa (Hazaribag),Jharkhand,23.7833,85.475
825324,Jai Nagar (Hazaribagh)),Jharkhand,23.7833,85.475
825325,Kedla,Jharkhand,23.7833,85.475
825327,Jharpo,Jharkhand,23.7833,85.475
825329,Shikohabad,Chattisgarh,23.7833,85.475
825330,Topa,Jharkhand,23.85,85.45
825332,Bagodar,Chattisgarh,23.85,85.45
825335,Pelawal,Jharkhand,23.85,85.45
825336,Charhi,Jharkhand,23.85,85.45
825401,Chatra,Jharkhand,24.2167,84.8667
825402,Ichak,Jharkhand,24.0833,85.4167
825403,Jori,Jharkhand,24.3167,84.8
825404,Pratappur,Jharkhand,24.3125,85.2667
825405,Barhi,Jharkhand,24.3,85.4167
825406,Chauparan,Jharkhand,24.3833,85.25
825407,Domchanch,Jharkhand,24.4833,85.7
825408,Itkhori,Jharkhand,24.2833,85.1667
825409,Jhumri Tilaiya,Jharkhand,24.4333,85.5167
825410,Kodarama,Jharkhand,24.2,85.3667
825411,Padma,Jharkhand,24.2,85.3667
825412,Rajdhanwar,Chattisgarh,24.2,85.3667
825413,Tilaiyadam,Jharkhand,24.2,85.3667
825418,Domchanch Bazar,Jharkhand,24.2,85.3667
825420,Hunerganj,Jharkhand,24.3,85.2778
825421,Chandwara,Jharkhand,24.3,85.2778
826001,Dhanbad Ho.,Jharkhand,23.908,85.4865
826003,Jagjivan Nagar,Jharkhand,23.908,85.4865
826004,Indian School Of Mines (Ism),Jharkhand,23.908,85.4865
827001,Bokaro Steel City Ho.,Jharkhand,23.6333,86.1667
827003,Herla Sector Iii,Jharkhand,23.6333,86.1667
827004,Sector Iv Dhanbad,Jharkhand,23.6333,86.1667
827009,Sector Ix Dhanbad,Jharkhand,23.6333,86.1667
827010,Bokaro Steel City Rs,Jharkhand,23.6333,86.1667
827011,Bokaro Steel City So,Jharkhand,23.6333,86.1667
827012,Bokaro Steel City,Jharkhand,23.6333,86.1667
827013,Chas,Jharkhand,23.6333,86.1667
827014,Balidih,Jharkhand,23.6333,86.1667
828101,Gomoh,Jharkhand,23.8667,86.1667
828102,Bhagabandh,Jharkhand,23.8333,86.3444
828103,Bhelatand,Jharkhand,23.8333,86.3444
828104,Bhuli,Jharkhand,23.8333,86.3444
828106,Dhansar,Jharkhand,23.8333,86.3444
828107,Domgarh,Jharkhand,23.8333,86.3444
828108,Fuel Research Institute,Jharkhand,23.8333,86.3444
828109,Gobindpur,Jharkhand,23.8333,86.5167
828110,Jealgora,Jharkhand,23.7,86.4167
828111,Jharia,Jharkhand,23.75,86.4
828112,Jamadoba,Jharkhand,23.7167,86.4
828113,Katras Garh,Jharkhand,23.7333,86.4
828114,Katras Bazar,Jharkhand,23.7333,86.4
828115,Khasjeenagora,Jharkhand,23.7333,86.4
828116,Kusunda,Jharkhand,23.7667,86.3833
828117,Kustone,Jharkhand,23.7333,86.4
828119,Patherdih,Jharkhand,23.7333,86.4
828120,Moti Nagar,Jharkhand,23.7333,86.3556
828121,Sijua,Jharkhand,23.7833,86.3167
828122,Sindri,Jharkhand,23.6333,86.5
828123,Sindri Institute,Jharkhand,23.7333,86.3556
828125,Sonardih,Jharkhand,23.7333,86.3556
828126,Sudamadih,Jharkhand,23.7333,86.3556
828127,Sarai Dhela,Jharkhand,23.7333,86.3556
828128,Tundu,Jharkhand,23.7833,86.25
828129,Munidih,Jharkhand,23.7333,86.3556
828131,Lodna,Jharkhand,23.7167,86.4167
828133,Bhulan Barari,Jharkhand,23.6917,86.425
828134,Chandankiari,Jharkhand,23.6917,86.425
828135,Chasnala,Jharkhand,23.6667,86.4333
828142,Tundi,Jharkhand,23.9833,86.45
828144,Tisra,Jharkhand,23.9833,86.45
828202,Chirkunda,Jharkhand,23.7667,86.3935
828203,Kumardhubi,Jharkhand,23.7667,86.3935
828204,Muhamma,Jharkhand,23.7667,86.3935
828205,Nisachatti,Jharkhand,23.7667,86.3935
828206,Pancher Dam,Jharkhand,23.7667,86.3935
828207,Maithandam,Jharkhand,23.7667,86.3935
828301,Bhaga,Jharkhand,23.7111,86.3833
828302,Bhowra,Jharkhand,23.7167,86.4
828303,Bhojudih,Jharkhand,23.6333,86.45
828304,Malkera,Jharkhand,23.7833,86.3
828305,Mohuda,Jharkhand,23.7111,86.3833
828306,Nawagarh,Jharkhand,23.7111,86.3833
828307,Nudkhurkee,Jharkhand,23.7111,86.3833
828308,Bhatdih,Jharkhand,23.7111,86.3833
828311,Amlabad Colliery,Jharkhand,23.7111,86.3833
828402,Topchanchi,Jharkhand,23.9,86.2
828403,Chandrapura,Chattisgarh,23.9,86.2
828404,Dugda Coal Washery,Chattisgarh,23.9,86.2
828504,Mugma,Jharkhand,23.7667,86.7333
829101,Argada,Jharkhand,23.6708,85.5875
829102,Barkakhana,Jharkhand,23.6708,85.5875
829103,Barkakhana Nt,Jharkhand,23.6708,85.5875
829105,Bhadani Nagar,Jharkhand,23.6708,85.5875
829106,Bhurkunda Bazar,Jharkhand,23.6708,85.5875
829108,Giddi,Jharkhand,23.6708,85.5875
829109,Giddi Colliery,Jharkhand,23.6708,85.5875
829110,Gola,Jharkhand,23.55,85.7167
829112,Indian Explosive Gomia,Chattisgarh,23.6083,85.5
829113,Jarangdih Colliery,Chattisgarh,23.6083,85.5
829114,Jaridih Bazar,Chattisgarh,23.6083,85.5
829115,Kasmar,Chattisgarh,23.6083,85.5
829116,Kathara,Chattisgarh,23.6083,85.5
829117,Marar,Jharkhand,23.6083,85.5
829118,Patratu,Jharkhand,23.6667,85.2833
829119,Patratu Thermal Power,Jharkhand,23.6083,85.5
829120,Patratu Diesal Colony,Jharkhand,23.6708,85.5875
829121,Peterbar,Chattisgarh,23.6708,85.5875
829122,Ramgarh Cantt. Ho.,Jharkhand,23.6708,85.5875
829124,Religarha,Jharkhand,23.6708,85.5875
829125,Sayal,Jharkhand,23.6708,85.5875
829126,Sounda Colliery,Jharkhand,23.6708,85.5875
829127,Sunday Bazar,Chattisgarh,23.6708,85.5875
829128,Swang Colliery,Chattisgarh,23.6708,85.5875
829129,Tenughat Dam Project,Chattisgarh,23.6708,85.5875
829130,Punjab Regimental Centre,Jharkhand,23.7333,85.675
829131,Sikh Regimental Centre,Jharkhand,23.7333,85.675
829134,Sarubera,Jharkhand,23.8167,86.0
829135,Bhurkunda,Jharkhand,23.65,85.35
829138,Tantri,Chattisgarh,23.7333,85.675
829141,Champi,Jharkhand,23.6708,85.5875
829143,Balkudra,Jharkhand,23.6708,85.5875
829144,Phusru Bazar,Chattisgarh,23.6708,85.5875
829145,Sirka,Jharkhand,23.6708,85.5875
829146,Bhareet Nagar,Jharkhand,23.6708,85.5875
829149,T.T.P.S. Lalpani,Chattisgarh,23.6708,85.5875
829201,Bachra,Jharkhand,23.75,84.5
829202,Balunmath,Jharkhand,23.75,84.5
829203,Chandwa (Daltonganj),Jharkhand,23.75,84.5
829204,Chipadohar,Jharkhand,23.75,84.5
829206,Latehar,Jharkhand,23.75,84.5
829207,Latehar R.S.,Jharkhand,23.75,84.5
829210,Dakra Colliery,Bihar,23.75,84.5
829211,Gomia,Chattisgarh,23.75,84.5
829317,Karma,Jharkhand,24.2333,85.2333
831001,Jamshedpur Ho.,Jharkhand,22.7667,86.1833
831002,Tata Nagar,Jharkhand,22.7667,86.1833
831003,Golmuri,Jharkhand,22.7667,86.1833
831004,Telco Works,Jharkhand,22.7667,86.1833
831005,Kadma,Jharkhand,22.7667,86.1833
831006,Jugsalai,Jharkhand,22.7667,86.1833
831007,Burma Mines,Jharkhand,22.7667,86.1833
831008,Indra Nagar,Jharkhand,22.7667,86.1833
831009,Agrico,Jharkhand,22.7667,86.1833
831010,Telco Gms Office,Jharkhand,22.8167,86.1667
831011,Sonari,Jharkhand,22.8167,86.1667
831012,Mango,Jharkhand,22.8167,86.1667
831013,Adityapur,Jharkhand,22.8167,86.1667
831014,R.I.T. Jamshedpur,Jharkhand,22.8167,86.1667
831015,Gobindpur Housing Colony,Jharkhand,22.8167,86.1667
831016,Rahragora,Jharkhand,22.8167,86.1667
831017,Baridhi Colony,Jharkhand,22.8167,86.1667
831018,M.G. College,Jharkhand,22.8167,86.1667
832101,Baharagora,Jharkhand,22.2833,86.7167
832103,Moubhandar,Jharkhand,22.2833,86.7167
832104,Mosabani Mines,Jharkhand,22.2833,86.7167
832105,Patamda,Jharkhand,22.2833,86.7167
832106,Rakha Copper Project,Jharkhand,22.2833,86.7167
832107,Sundernagar,Jharkhand,22.2833,86.7167
832108,Gamharia (Chaibasa),Jharkhand,22.2833,86.7167
832109,Adityapura Ind. Area,Jharkhand,22.2833,86.7167
832110,Azad Nagar,Jharkhand,22.2833,86.7167
832112,Gobindpur(Singhbhum),Jharkhand,22.2833,86.7167
832113,Rajnagar,Jharkhand,22.2833,86.7167
832301,Chakkulia,Jharkhand,22.625,86.4417
832302,Dhalbhum Garh,Jharkhand,22.625,86.4417
832303,Ghatshila,Jharkhand,22.6,86.4833
832304,Mahulia,Jharkhand,22.65,86.4
832401,Chandil,Jharkhand,22.9667,86.05
832402,Kandra,Jharkhand,22.85,86.05
832403,Tirukdih,Jharkhand,22.9083,86.05
833101,Amda,Jharkhand,22.75,85.8
833102,Chakradharpur,Jharkhand,22.7,85.6333
833103,Goilkera,Jharkhand,22.5333,85.3833
833104,Manoharpur,Jharkhand,22.3833,85.2
833105,Sonua,Jharkhand,22.6,85.4667
833106,Chiria,Jharkhand,22.3,85.2667
833201,Chaibasa Ho.,Jharkhand,22.5667,85.8167
833202,Tata College Chaibasa,Jharkhand,22.4,85.7333
833203,Jagannathpur,Jharkhand,22.2333,85.65
833212,Danguaposi,Jharkhand,22.175,85.4583
833213,Gua,Jharkhand,22.2,85.3833
833214,Hatgamharia,Jharkhand,22.175,85.4583
833215,Jhinkpani,Jharkhand,22.175,85.4583
833216,Kharswagarh,Jharkhand,22.175,85.4583
833217,Noamundi,Jharkhand,22.15,85.5333
833218,Noamundi Bazar,Jharkhand,22.175,85.4583
833219,Sarai Kela,Jharkhand,22.175,85.4583
833220,Sini,Jharkhand,22.8,85.9667
833221,Barajamda,Jharkhand,22.8,85.9667
833222,Kriburu Base Camp,Jharkhand,22.8,85.9667
833233,Meghahatuburu,Jharkhand,22.39,85.67
833326,Tapin,Jharkhand,22.4742,85.5545
834001,Ranchi Ho.,Bihar,22.7583,85.3728
834002,Hinoo Ho.,Bihar,22.7583,85.3728
834003,Hatia,Bihar,22.7583,85.3728
834004,Dhurwa,Bihar,22.7583,85.3728
834005,Hehal,Bihar,22.7583,85.3728
834006,Kanke,Bihar,22.7583,85.3728
834007,Ranchi Veternary College,Bihar,22.7583,85.3728
834008,Ranchi University,Bihar,22.7583,85.3728
834009,Ranchi Medical College,Bihar,22.7583,85.3728
834010,Namkum,Bihar,22.7583,85.3728
834011,Hatia Railway Colony,Bihar,22.7583,85.3728
834012,Harmu Housing Colony,Bihar,22.7583,85.3728
835103,Tatisilwai,Bihar,23.05,84.6694
835104,Bermo,Chattisgarh,23.05,84.6694
835201,Bano,Jharkhand,22.6667,84.9167
835206,Chainpur (Ranchi),Bihar,22.6667,84.9167
835207,Gumla Ho.,Jharkhand,22.6667,84.9167
835208,Ghagra,Bihar,22.6667,84.9167
835209,Karra,Bihar,22.6667,84.9167
835211,Kolebira,Jharkhand,22.7167,84.7
835212,Kurdeg,Jharkhand,23.25,84.5944
835213,Kuru,Jharkhand,23.55,84.8167
835214,Mandar,Bihar,23.25,84.5944
835218,Netarhat,Jharkhand,23.4833,84.2667
835219,Ormanjhi,Bihar,23.25,84.5944
835220,Palkot,Jharkhand,22.8833,84.65
835221,R K Mission,Bihar,22.85,84.6633
835223,Simdega,Jharkhand,22.6167,84.5167
835224,Sisai,Jharkhand,23.1833,84.7667
835225,Tamar,Bihar,22.85,84.6633
835226,Thethaitanagar,Jharkhand,22.85,84.6633
835227,Torpa,Bihar,22.85,84.6633
835228,Biru,Jharkhand,22.6833,84.55
835229,Basia,Jharkhand,22.8833,84.8333
835230,Noadih,Jharkhand,23.15,84.5333
835232,Nawagarh,Jharkhand,23.15,84.5333
835233,Toto,Jharkhand,23.15,84.5333
835234,Gobindpur,Bihar,23.15,84.5333
835235,Irba,Bihar,23.15,84.5333
835238,Irba,Bihar,23.15,84.5333
835239,Chanho,Bihar,23.15,84.5333
835242,Nagar,Jharkhand,22.9817,84.655
835244,Lapung,Bihar,22.9817,84.655
835301,Itki,Bihar,23.3917,84.7417
835302,Lohardaga,Jharkhand,23.4333,84.6833
835304,Senha,Jharkhand,23.3917,84.7417
835305,Kisko,Jharkhand,23.3917,84.7417
835306,Bhandra,Jharkhand,23.35,84.8
841105,Tarwa Mangarpal,Bihar,25.0333,88.45
841203,Chainpur (Chapra),Bihar,25.0333,88.45
841204,Chainwa,Bihar,25.0333,88.45
841205,Daudpur (Chapra),Bihar,25.0333,88.45
841206,Dayalpur,Bihar,25.0333,88.45
841208,Ekma,Bihar,25.0333,88.45
841210,Gangpur Siswan,Bihar,25.0333,88.45
841211,Gultenganj,Bihar,25.0333,88.45
841212,Jogia,Bihar,25.0333,88.45
841215,Maker,Bihar,25.0333,88.45
841216,Naraon,Bihar,25.0333,88.45
841217,Nayagaon(Chapra),Bihar,25.0333,88.45
841218,Paiga,Bihar,25.0333,88.45
841219,Parsa,Bihar,25.0333,88.45
841220,Parsagarh,Bihar,25.0333,88.45
841224,Panditpur,Bihar,25.0333,88.45
841226,Agrawaltoli,Bihar,25.0333,88.45
841231,Andar,Bihar,25.0333,88.45
841233,Daronda,Bihar,25.0333,88.45
841234,Darouli (Chapra),Bihar,25.0333,88.45
841236,Hasanpura,Bihar,25.0333,88.45
841237,Hussainganj,Bihar,25.0333,88.45
841238,Maharajganj,Bihar,25.0333,88.45
841239,Mairwa,Bihar,25.0333,88.45
841240,Mahual Mahal,Bihar,25.0333,88.45
841241,Pachrukhi,Bihar,25.0333,88.45
841242,Patarhi,Bihar,25.0333,88.45
841243,Sahpur(Siwan),Bihar,25.0333,88.45
841244,Takipur,Bihar,25.0333,88.45
841245,Zeradei,Bihar,25.0333,88.45
841246,Bakerganj,Bihar,25.0333,88.45
841247,Darihara,Bihar,25.0333,88.45
841254,Jaintpur Bharwalia,Bihar,25.0333,88.45
