pincode,place_name,state_name,latitude,longitude
456668,Makdone,Madhya Pradesh,23.2833,75.9667
457001,Ratlam,Madhya Pradesh,23.3167,75.0667
457111,Bangrod,Madhya Pradesh,23.4,75.1167
457114,Alete R S,Madhya Pradesh,23.5583,75.25
457118,Tal,Madhya Pradesh,23.7167,75.3833
457222,Namli,Madhya Pradesh,23.4333,75.05
457550,Sailana,Madhya Pradesh,23.4667,74.9167
457551,Sarwan,Madhya Pradesh,23.4833,74.8167
457552,Dhamnod (Ratlam),Madhya Pradesh,23.475,74.8667
457555,Bajana,Madhya Pradesh,23.475,74.8667
457769,Raoti,Madhya Pradesh,23.2333,74.8333
457770,Bamni Bazar,Madhya Pradesh,23.0833,74.7667
457775,Raipur (Ratlam),Madhya Pradesh,23.0417,74.6667
457777,Thandla,Madhya Pradesh,23.0,74.5667
457887,Alirajpur Bazar,Madhya Pradesh,22.3,74.35
457993,Ranapur,Madhya Pradesh,22.65,74.5333
458001,Mandsaur Dharmashala,Madhya Pradesh,24.4375,75.1375
458002,Mandsaur Kilchipura,Madhya Pradesh,24.4375,75.1375
458110,Manasa,Madhya Pradesh,24.4833,75.15
458113,Malgarh,Madhya Pradesh,24.4833,75.15
458118,Rampura Bara Bazar,Madhya Pradesh,24.4833,75.15
458220,Sarwana (Mandsauri),Madhya Pradesh,24.8167,75.1167
458224,Deeken,Madhya Pradesh,24.8167,75.1167
458226,Ratangarh,Madhya Pradesh,24.8167,75.1167
458272,Nagri (Mandsaur),Madhya Pradesh,24.8167,75.1167
458441,Neemuch H O,Madhya Pradesh,24.4375,75.1375
458442,Neemuch Mandi,Madhya Pradesh,24.4375,75.1375
458468,Nayagaon Cement Factory N,Madhya Pradesh,24.4375,75.1375
458474,Athana,Madhya Pradesh,24.4375,75.1375
458553,Narayangarh,Madhya Pradesh,24.2833,75.05
458558,Nahargarh,Madhya Pradesh,24.1667,75.2333
458588,Sandhara,Madhya Pradesh,24.225,75.1417
458676,Kachnara (Nahargarh),Madhya Pradesh,24.4375,75.1375
460330,Chicholi (Betul),Madhya Pradesh,21.5167,76.65
460443,Ghoradongri,Madhya Pradesh,21.5167,76.65
460444,Ranipur (Betul),Madhya Pradesh,21.5167,76.65
460447,Sarni,Madhya Pradesh,21.5167,76.65
460449,Patharkheda,Madhya Pradesh,21.5167,76.65
460551,Amla,Madhya Pradesh,21.5167,76.65
460553,Amla Depot,Madhya Pradesh,21.5167,76.65
460557,Saikheda (Narsinghpur),Madhya Pradesh,21.5167,76.65
460665,Prabhat Pattan,Madhya Pradesh,21.5167,76.65
460666,Rai Amla,Madhya Pradesh,21.5167,76.65
461001,Hoshangabad R S,Madhya Pradesh,22.5083,77.7875
461005,Hoshangabad Security Pape,Madhya Pradesh,22.5083,77.7875
461110,Powarkheda,Madhya Pradesh,22.7,77.7333
461111,Itarsi,Madhya Pradesh,22.6167,77.75
461114,Itarsi Central Project,Madhya Pradesh,22.6583,77.7417
461115,Itarsi New Yar Colony,Madhya Pradesh,22.6583,77.7417
461221,Banapura,Madhya Pradesh,22.25,77.2333
461228,Timarni,Madhya Pradesh,22.25,77.2333
461251,Rahatgaon,Madhya Pradesh,22.25,77.2333
461331,Harda R S,Madhya Pradesh,22.5083,77.7875
461427,Mandla (Hoshangabad),Madhya Pradesh,22.5083,77.7875
461444,Charuwa,Madhya Pradesh,22.5083,77.7875
461446,Itarsi Ordinance Factory,Madhya Pradesh,22.5083,77.7875
461551,Tawa Nagar,Madhya Pradesh,22.5083,77.7875
461555,Raipur (Hoshangabad),Madhya Pradesh,22.5083,77.7875
461881,Pachmarhi,Madhya Pradesh,22.4667,78.4333
462003,Sabha,Madhya Pradesh,23.0667,77.3769
462030,Baigagarh,Madhya Pradesh,23.0667,77.3769
462046,Mandideep,Madhya Pradesh,23.0667,77.3769
463111,Lalaria,Madhya Pradesh,23.0667,77.3769
463120,Nazirabad (Bhopal),Madhya Pradesh,23.0667,77.3769
464001,Vidisha Collectorate,Madhya Pradesh,23.3063,77.8417
464002,Vidisha Sati,Madhya Pradesh,23.3063,77.8417
464112,Anandpur,Madhya Pradesh,24.15,77.4333
464114,Lateri,Madhya Pradesh,24.15,77.4333
464220,Gulabganj,Madhya Pradesh,23.3063,77.8417
464221,Ganj Basoda City,Madhya Pradesh,23.3063,77.8417
464226,Khamkheda,Madhya Pradesh,23.3063,77.8417
464337,Pathari,Madhya Pradesh,23.9333,78.2
464551,Raisen H O,Madhya Pradesh,23.3167,78.0833
464556,Arjun Nagar,Madhya Pradesh,23.3167,78.0833
464573,Dehgaon,Madhya Pradesh,23.3167,78.0833
464651,Salamatpur Mandi,Madhya Pradesh,22.8778,77.7056
464661,Sanchi,Madhya Pradesh,23.4833,77.7333
464665,Ankulpur,Madhya Pradesh,23.2417,77.975
464668,Bareli,Madhya Pradesh,23.0,78.2167
464670,Magardha,Madhya Pradesh,22.15,77.1667
464676,Saikheda (Vidisha),Madhya Pradesh,22.15,77.1667
464770,Udaipura (Raisen),Madhya Pradesh,23.3063,77.8417
464774,Deori (Raisen),Madhya Pradesh,23.3063,77.8417
464776,Panjra,Madhya Pradesh,23.3063,77.8417
464884,Gairatganj,Madhya Pradesh,23.4,78.2167
464990,Goharganj,Madhya Pradesh,23.0167,77.6833
464993,Obaidullaganj,Madhya Pradesh,23.0167,77.6833
465106,Maksi,Madhya Pradesh,23.2667,76.15
465116,Polai Kalan,Madhya Pradesh,23.2667,76.15
465118,Awantipur Bardia,Madhya Pradesh,23.2667,76.15
465220,Kalisingh,Madhya Pradesh,23.3833,76.6
465221,Salslai,Madhya Pradesh,23.3833,76.6
465223,Akodia,Madhya Pradesh,23.3833,76.6
465230,Kanad,Madhya Pradesh,23.3833,76.6
465336,Arnia Kalan,Madhya Pradesh,23.8167,76.3667
465337,Kala Pipal,Madhya Pradesh,23.8167,76.3667
465418,Iklera (Shajapur),Madhya Pradesh,23.5083,76.3958
465441,Agar Malwa,Madhya Pradesh,23.5083,76.3958
465445,Nalkheda,Madhya Pradesh,23.5083,76.3958
465661,Rajgarh (Biora) H O,Madhya Pradesh,23.5667,76.4667
465667,Kurawar,Chattisgarh,23.5667,76.4667
465679,Khilchipur,Chattisgarh,23.5667,76.4667
465683,Pachore,Madhya Pradesh,23.5667,76.4667
465686,Barodia Kumaria,Chattisgarh,23.5667,76.4667
465687,Khujner,Chattisgarh,23.5667,76.4667
465689,Chhapiheda,Chattisgarh,23.5667,76.4667
465697,Sarangpur,Madhya Pradesh,23.5667,76.4667
466115,Ichawar (Sehore),Madhya Pradesh,23.1667,76.6667
466116,Asta Bada Bazar,Madhya Pradesh,23.1667,76.6667
466117,Kachraud (Sehore),Madhya Pradesh,23.1667,76.6667
466119,Khadi (Sehore),Madhya Pradesh,23.1667,76.6667
466125,Maina,Madhya Pradesh,23.1667,76.6667
466331,Nasurlaganj,Madhya Pradesh,23.1667,76.6667
466448,Baktara,Madhya Pradesh,23.1667,76.6667
466665,Ahmedpur,Madhya Pradesh,23.1667,76.6667
470001,Sagar B I Bazar,Madhya Pradesh,23.881,79.2214
470002,Sagar Galla Mandi,Madhya Pradesh,23.881,79.2214
470003,Sagar University,Madhya Pradesh,23.881,79.2214
470005,Sagar Tilli,Madhya Pradesh,23.881,79.2214
470111,Bamora R S,Madhya Pradesh,23.7833,78.3667
470119,Rahatgarh,Madhya Pradesh,23.7833,78.3667
470122,Naryaoli,Madhya Pradesh,23.7833,78.3667
470223,Garu Jhamar,Madhya Pradesh,23.881,79.2214
470226,Deori(Sagar),Madhya Pradesh,23.881,79.2214
470229,Garahkota (Sagar),Madhya Pradesh,23.881,79.2214
470230,Maharajpur (Sagar),Madhya Pradesh,23.881,79.2214
470235,Kesli,Madhya Pradesh,23.881,79.2214
470335,Banda Belai,Madhya Pradesh,23.881,79.2214
470337,Karrapur (Sagar),Madhya Pradesh,23.881,79.2214
470441,Malthone,Madhya Pradesh,24.05,78.6333
470442,Bandri,Madhya Pradesh,24.05,78.6333
470661,Damoh Civil Yard,Madhya Pradesh,23.8167,79.4333
470662,Abhana,Madhya Pradesh,23.7,79.5333
470664,Bandakpur,Madhya Pradesh,23.85,79.5667
470666,Patharia,Madhya Pradesh,23.9,79.2
470672,Bansatar Kheda,Madhya Pradesh,23.8167,79.4333
470675,Narsinghgarh (Damoh),Madhya Pradesh,23.8167,79.4333
470771,Hindoria,Madhya Pradesh,23.9,79.5667
470772,Patera,Madhya Pradesh,23.9833,79.6833
470775,Hatta (Sagar),Madhya Pradesh,23.9417,79.625
470880,Tendukheda (Sagar),Madhya Pradesh,23.881,79.2214
471001,Chhatarpur,Madhya Pradesh,24.9,79.6
471101,Chandra Nagar,Madhya Pradesh,24.8194,79.6861
471105,Bamitha,Madhya Pradesh,24.8194,79.6861
471111,Harpalpur,Madhya Pradesh,24.8194,79.6861
471301,Gulganj,Madhya Pradesh,24.7,79.3833
471311,Malhera,Madhya Pradesh,24.5,79.0833
471313,Ghaura,Madhya Pradesh,24.5,79.0833
471401,Panagar (Chhatarpur),Madhya Pradesh,24.8194,79.6861
471408,Satia,Madhya Pradesh,24.8194,79.6861
471411,Garhi Malhera,Madhya Pradesh,24.8194,79.6861
471501,Maharajpur (Chhaterpur),Madhya Pradesh,24.85,79.9333
471505,Khajuraho,Madhya Pradesh,24.85,79.9333
471515,Laundi,Madhya Pradesh,24.9667,80.0667
471525,Chandla,Madhya Pradesh,25.0833,80.2
471625,Rajnagar,Madhya Pradesh,24.8833,79.9167
472001,Tikamgarh City,Madhya Pradesh,24.8833,79.15
472010,Badagaon,Madhya Pradesh,24.8833,79.15
472111,Baldeogarh,Madhya Pradesh,24.75,79.0667
472221,Palera,Madhya Pradesh,25.0167,79.2333
472246,Orchha,Madhya Pradesh,25.0167,79.2333
472336,Prithvipur,Madhya Pradesh,24.8833,79.15
472442,Niwari (Tikamgarh),Madhya Pradesh,24.8833,79.15
472445,Tarichor Kalan,Madhya Pradesh,24.8833,79.15
472447,Teharaka,Madhya Pradesh,24.8833,79.15
473001,Guna H O,Madhya Pradesh,24.69,77.5367
473101,Arone,Madhya Pradesh,24.69,77.5367
473105,Bamori(Guna),Madhya Pradesh,24.69,77.5367
473118,Chachaura,Madhya Pradesh,24.69,77.5367
473226,Raghogarh,Madhya Pradesh,24.45,77.2
473229,Raosar (Jagir),Madhya Pradesh,24.45,77.2
473249,Bajarangapur,Madhya Pradesh,24.1333,77.1167
473287,Malawar,Madhya Pradesh,23.8167,77.0333
473330,Sadhora,Madhya Pradesh,24.69,77.5367
473331,Ashok Nagar,Madhya Pradesh,24.69,77.5367
473333,Sagar (Guna),Madhya Pradesh,24.69,77.5367
473335,Esagarh,Madhya Pradesh,24.69,77.5367
473440,Piprai,Madhya Pradesh,24.5167,77.9667
473660,Karera (Shivpuri),Madhya Pradesh,24.69,77.5367
473662,Karera Training Centre,Madhya Pradesh,24.69,77.5367
473775,Pohri,Madhya Pradesh,24.69,77.5367
473781,Rannod,Madhya Pradesh,24.69,77.5367
473865,Magroni,Madhya Pradesh,25.7,77.9167
473880,Narwar (Shivpuri),Madhya Pradesh,24.9667,77.5667
473885,Badarwas,Madhya Pradesh,24.9667,77.5667
474001,Laxmiganj,Madhya Pradesh,27.1333,88.2667
474002,R B Colony,Madhya Pradesh,27.1333,88.2667
474003,Hazira Chauk,Madhya Pradesh,27.1333,88.2667
474004,Gwalior Birlanagar,Madhya Pradesh,27.1333,88.2667
474005,Darpan Colony,Madhya Pradesh,27.1333,88.2667
474006,Gwalior Morar H O,Madhya Pradesh,27.1333,88.2667
474008,Gwalior Fort,Madhya Pradesh,27.1333,88.2667
474009,Naya Bazar,Madhya Pradesh,27.1333,88.2667
474020,Gwalior Maharajpur A F,Madhya Pradesh,27.1333,88.2667
474040,GWALIOR JADERUKaLAN,Madhya Pradesh,27.1333,88.2667
474042,Panihar (Gwalior),Madhya Pradesh,27.1333,88.2667
474055,Gwalier Utila,Madhya Pradesh,27.1333,88.2667
475001,Antri,Madhya Pradesh,24.3167,75.2333
475005,Tekanpur (Gwalior),Madhya Pradesh,24.3167,75.2333
475110,Dabra,Madhya Pradesh,25.9,78.3333
475336,Salon B,Madhya Pradesh,25.5358,77.6967
475661,Datia R S,Madhya Pradesh,25.9633,78.61
475671,Unnao (Datia),Madhya Pradesh,25.9633,78.61
475673,Tharet,Madhya Pradesh,26.01,78.6533
475675,Indargarh,Madhya Pradesh,25.9167,78.5667
476111,Ambah Road,Madhya Pradesh,26.7075,78.2261
476115,Porsa,Madhya Pradesh,26.67,78.3747
476133,Naoli Badagaon,Madhya Pradesh,26.6888,78.3004
476224,Kelaras (Morena),Madhya Pradesh,26.225,77.5167
476228,Pahargarh,Madhya Pradesh,26.2,77.6333
476229,Sabalgarh Mandi,Madhya Pradesh,26.25,77.4
476235,Rampur Kalan,Madhya Pradesh,26.1667,77.4667
477105,Naizamin (Bhind),Madhya Pradesh,24.2214,77.3307
477111,Attar,Madhya Pradesh,22.0167,76.2167
477116,Gohad,Madhya Pradesh,26.4261,78.4447
477227,Ambagarh,Madhya Pradesh,26.3333,78.7664
477331,Umri,Madhya Pradesh,24.75,77.3
477332,Akoda,Madhya Pradesh,24.75,77.3
477333,Sagra (Bhind),Madhya Pradesh,24.75,77.3
477445,Lahar,Madhya Pradesh,26.1983,78.945
477447,Daboh,Madhya Pradesh,26.0025,78.8761
480001,Dhar Collectorate,Madhya Pradesh,22.2389,79.4981
480002,Chhindwara Lalbaugh,Madhya Pradesh,22.2389,79.4981
480107,Umarnala,Madhya Pradesh,21.95,79.1167
480110,Chand,Madhya Pradesh,21.95,79.1167
480115,Chaurani,Madhya Pradesh,21.95,79.1167
480221,Amarwara,Madhya Pradesh,22.3,79.1667
480224,Harria,Madhya Pradesh,22.3,79.1667
480331,Saori Bazar,Madhya Pradesh,22.2389,79.4981
480334,Pandurna,Madhya Pradesh,22.2389,79.4981
480338,Teegaon,Madhya Pradesh,22.2389,79.4981
480443,Deeghowani,Madhya Pradesh,22.2389,79.4981
480447,Chand Meta,Madhya Pradesh,22.2389,79.4981
480449,Eklehra (Chhindwara),Madhya Pradesh,22.2389,79.4981
480554,Nandan,Madhya Pradesh,22.35,78.6667
480557,Newton Chikli,Madhya Pradesh,22.35,78.6667
480559,Tamia,Madhya Pradesh,22.35,78.6667
480664,Gopalganj,Madhya Pradesh,21.9667,79.5167
480669,Dhamrna,Madhya Pradesh,21.9667,79.5167
480771,Ari,Madhya Pradesh,21.95,79.6833
480882,Bandol,Madhya Pradesh,22.4,79.5333
480884,Chhapara,Madhya Pradesh,22.4,79.5333
480887,Adelgaon,Madhya Pradesh,22.4,79.5333
480990,Kanhiwara,Madhya Pradesh,22.4111,79.9333
480994,Keolari,Madhya Pradesh,22.3667,79.9167
480996,Ugli,Madhya Pradesh,22.2667,80.0667
480997,Ghansore,Madhya Pradesh,22.4111,79.9333
480999,Kahani,Madhya Pradesh,22.6,79.8167
481001,Balaghat R S,Madhya Pradesh,22.0615,80.2808
481105,Ukwa,Madhya Pradesh,21.9667,80.4667
481111,Baihar,Madhya Pradesh,22.1,80.55
481116,Malanjkhand,Madhya Pradesh,22.1667,80.6667
481117,Garhi,Madhya Pradesh,22.2333,80.7833
481125,Damoh (Balaghat),Madhya Pradesh,22.1,80.6
481222,Lanji,Madhya Pradesh,21.5,80.5333
481226,Hatta (Mandla),Madhya Pradesh,21.5,80.5333
481228,Hatta Road (Balaghat),Madhya Pradesh,21.5,80.5333
481335,Rampaili,Madhya Pradesh,21.6833,80.0
481441,Lalburra,Madhya Pradesh,21.95,80.05
481445,Katangi (Balaghat),Madhya Pradesh,21.8167,79.875
481449,Tirodi,Madhya Pradesh,21.6833,79.7
481551,Lamta,Madhya Pradesh,22.1333,80.1167
481554,Nagarwada,Madhya Pradesh,22.1583,80.2167
481556,Paraswara,Madhya Pradesh,22.1833,80.3167
481584,Gorakhpur (Mandla ),Madhya Pradesh,22.1583,80.2167
481661,Mandla H O,Madhya Pradesh,22.0615,80.2808
481662,Padaria Narayanganj,Madhya Pradesh,22.0615,80.2808
481665,Mandla Maharajpur,Madhya Pradesh,22.0615,80.2808
481771,Bamni,Madhya Pradesh,22.4833,80.3667
481776,Naisarai,Madhya Pradesh,22.4333,80.1167
481778,Samnapur,Madhya Pradesh,21.95,80.15
481993,Anjania,Madhya Pradesh,22.5,80.5
482001,Jabalpur Baika Bagicha,Madhya Pradesh,23.181,80.2514
482002,Jabalpur Gupteshwar,Madhya Pradesh,23.181,80.2514
482003,Jabalpur Medical College,Madhya Pradesh,23.181,80.2514
482004,Jabalpur Kanchanpur,Madhya Pradesh,23.181,80.2514
482005,Jabalpur Khamaria Market,Madhya Pradesh,23.181,80.2514
482007,Jabalpur High Court,Madhya Pradesh,23.181,80.2514
482010,Jabalpur Azadnagar,Madhya Pradesh,23.181,80.2514
482011,Jabalpur Factory,Madhya Pradesh,23.181,80.2514
482020,Jabalpur Bilheri,Madhya Pradesh,23.181,80.2514
482050,Jabalpur Bargi Irrigation,Madhya Pradesh,23.181,80.2514
482051,Jabalpur Bargi,Madhya Pradesh,23.181,80.2514
482053,Jabalpur Bhedaghat,Madhya Pradesh,23.181,80.2514
482056,Jabalpur Bargi Nagar,Madhya Pradesh,23.181,80.2514
483001,Barela,Madhya Pradesh,23.1,80.05
483105,Katangi (Jabalpur),Madhya Pradesh,23.4111,80.0222
483113,Patan (Jabalpur),Madhya Pradesh,23.4111,80.0222
483220,Panagar (Jabalpur),Madhya Pradesh,23.4,80.05
483222,Gosalpur,Madhya Pradesh,23.4,80.05
483330,Bahoriband,Madhya Pradesh,23.7333,79.9667
483331,Bakal,Madhya Pradesh,23.7333,79.9667
483332,Umariapan,Madhya Pradesh,23.7333,79.9667
483334,Saroli Majhgawan,Madhya Pradesh,23.7333,79.9667
483336,Majholi (Jabalpur),Madhya Pradesh,23.7333,79.9667
483442,Niwar (Jabalpur),Madhya Pradesh,23.4111,80.0222
483501,Katni Purani Basti,Madhya Pradesh,23.4111,80.0222
483504,Katni Cement Factory,Madhya Pradesh,23.4111,80.0222
484113,Venkatnagar,Madhya Pradesh,22.9167,81.8667
484114,Dhanpuri,Madhya Pradesh,22.9167,81.8667
484116,Amlai Colliery,Madhya Pradesh,22.9167,81.8667
484117,Amlai Paper Mill,Madhya Pradesh,22.9167,81.8667
484220,Chachai (Shahdol),Madhya Pradesh,23.1917,81.2875
484224,Annuppur,Madhya Pradesh,23.1917,81.2875
484660,Chandia,Madhya Pradesh,23.65,80.7
484661,Umaria,Madhya Pradesh,23.5333,80.8333
484770,Gohaparu,Madhya Pradesh,23.1917,81.2875
484776,Bansagar,Madhya Pradesh,23.1917,81.2875
484881,Rajendragram,Madhya Pradesh,22.6667,81.75
484886,Amarkantak,Madhya Pradesh,22.6667,81.75
485001,Satna Civil Lines,Madhya Pradesh,24.2944,80.0944
485005,Satna Birla Colony,Madhya Pradesh,24.2944,80.0944
485111,Ramvan,Madhya Pradesh,24.2944,80.0944
485115,Rampur Baghelan,Madhya Pradesh,24.2944,80.0944
485331,Majghawan (Satna),Madhya Pradesh,25.8833,77.1333
485344,Nayagaon,Madhya Pradesh,25.8833,77.1333
485446,Nagod,Madhya Pradesh,24.5667,80.6
485661,Unchehra,Madhya Pradesh,24.2944,80.0944
485771,Maihar,Madhya Pradesh,24.2667,80.75
485773,Amdara,Madhya Pradesh,24.1167,80.5833
485774,Nadan,Madhya Pradesh,24.2333,80.7722
485775,Amarpatan,Madhya Pradesh,24.3167,80.9833
485778,Kathaha,Madhya Pradesh,24.2333,80.7722
485881,Ramnagar,Madhya Pradesh,22.6167,80.5167
486111,Mangawan,Madhya Pradesh,24.6833,81.55
486112,Teoni (Rewa),Madhya Pradesh,24.2111,80.0278
486113,Amlaha,Madhya Pradesh,23.1167,76.9
486114,Raipur Karchulian,Chattisgarh,24.2111,80.0278
486115,Garh,Madhya Pradesh,24.8333,81.6333
486123,Manikwar,Madhya Pradesh,24.2111,80.0278
486220,Teonthar,Madhya Pradesh,24.9833,81.65
486226,Chak,Madhya Pradesh,24.9833,81.65
486228,Sahagi (Rewa),Madhya Pradesh,24.9833,81.65
486338,Raghunathganj,Madhya Pradesh,24.6833,81.65
486340,Naigarh,Madhya Pradesh,24.6833,81.65
486341,Deetalb(Rewa),Madhya Pradesh,24.6833,81.65
486342,Gauri (Rewa),Madhya Pradesh,24.6833,81.65
486441,Baikunthpur,Madhya Pradesh,24.7167,81.4167
486442,Tilkhan,Madhya Pradesh,24.7167,81.4167
486444,Majghawan (Rewe),Madhya Pradesh,24.7167,81.4167
486449,Chachai (Rewa),Madhya Pradesh,24.7167,81.4167
486536,Mahason,Madhya Pradesh,24.45,81.4083
486550,Govindgarh,Madhya Pradesh,24.3833,81.3
486552,Khajuhakalan,Madhya Pradesh,24.45,81.4083
486553,Gurh,Madhya Pradesh,24.5167,81.5167
486556,Dabhuara (Rewa),Madhya Pradesh,24.45,81.4083
486666,Majholi (Sindhi),Madhya Pradesh,24.4833,81.0333
486669,Madwas,Madhya Pradesh,24.4833,81.0333
486771,Churhat,Madhya Pradesh,24.4333,81.6833
486775,Rampur Naikin,Madhya Pradesh,24.4333,81.6833
486886,Waidhan,Madhya Pradesh,24.4833,81.0333
486892,Gorbi,Madhya Pradesh,24.4833,81.0333
487001,Narsinghpur Itwara Bazar,Madhya Pradesh,22.875,78.8
487114,Karakbel,Madhya Pradesh,22.875,78.8
487118,Gotegaon,Madhya Pradesh,22.875,78.8
487221,KARELI (NARSINGhPUR),Madhya Pradesh,22.875,78.8
487225,Amgaon Bada,Madhya Pradesh,22.875,78.8
487551,Gadarwara,Madhya Pradesh,22.9167,78.7833
487555,Kaudia,Madhya Pradesh,22.9167,78.7833
487770,Chichli,Madhya Pradesh,22.8333,78.8167
487881,Salichauka Road,Madhya Pradesh,22.875,78.8
487885,Barahbada,Madhya Pradesh,22.875,78.8
488001,Panna,Madhya Pradesh,24.7167,80.2
488050,Kakrahti,Madhya Pradesh,24.7167,80.2
488051,Barachh,Madhya Pradesh,24.7167,80.2
488220,Ajaigarh,Madhya Pradesh,24.9,80.2667
488441,Amanganj,Madhya Pradesh,24.4333,80.0333
490001,Sector 2 Bhilia,Chattisgarh,21.3244,81.9627
490006,Bhilai Civic Centre,Chattisgarh,21.3244,81.9627
490010,Bhilai Nawa Gaon,Chattisgarh,21.3244,81.9627
490011,Bhilai Khursipur,Chattisgarh,21.3244,81.9627
490012,Bhilai New Khursipur,Chattisgarh,21.3244,81.9627
490021,Bhilai East,Chattisgarh,21.3244,81.9627
490024,Bhilai Jamul Cement Factory,Chattisgarh,21.3244,81.9627
490025,Bhilai Marshalling Yard,Chattisgarh,21.3244,81.9627
490026,Bhilai Industrial Estate,Chattisgarh,21.3244,81.9627
490036,Bhilai Nandni Mines,Chattisgarh,21.3244,81.9627
490042,Kumhari (Bhilai),Chattisgarh,21.3244,81.9627
491001,Durg Ganj,Chattisgarh,21.2381,81.1443
491002,Durg Mohan Nagar,Chattisgarh,21.2381,81.1443
491003,Durg Kasardih,Chattisgarh,21.2381,81.1443
491004,Durg Padnabhpur,Chattisgarh,21.2381,81.1443
491111,Patan (Durg),Chattisgarh,21.2381,81.1443
491113,Nandkathi,Chattisgarh,21.2381,81.1443
491221,Anda,Chattisgarh,21.0667,81.2833
491222,Sikosa,Chattisgarh,20.8714,81.2811
491223,Gunderdehi,Chattisgarh,20.9447,81.2886
491225,Arjunda,Chattisgarh,20.9481,81.1997
491226,Balod(Durg),Chattisgarh,20.9028,81.2906
491227,Gurur,Chattisgarh,20.6833,81.4
491228,Dalirajhara,Chattisgarh,20.9028,81.2906
491229,Manpur (Durg),Chattisgarh,20.9028,81.2906
491230,Dondiawari,Chattisgarh,20.9028,81.2906
491331,Dhamdah,Chattisgarh,21.75,81.4333
491332,Berta,Chattisgarh,21.75,81.4333
491335,Bemetara,Chattisgarh,21.7,81.5333
491336,Dashrangpur,Chattisgarh,21.75,81.4333
491337,Nawanagar,Chattisgarh,21.75,81.4333
491338,Khamaria,Chattisgarh,21.8,81.3333
491340,Nandghat,Chattisgarh,21.7667,81.8
491441,Rajnandgaon Ho.,Chattisgarh,21.25,80.9167
491443,Bajrangpur (Nawagaon),Chattisgarh,21.25,80.9167
491444,Ghumka,Chattisgarh,21.3,81.1
491445,Dongargarh,Chattisgarh,21.2,80.7333
491557,Chichola (Durg),Chattisgarh,21.0667,80.6667
491558,Chhuria,Chattisgarh,21.0667,80.6667
491559,Lal Bahadur Nagar (Durg),Chattisgarh,21.0667,80.6667
491661,Dongargaon,Chattisgarh,20.9667,80.85
491665,Ambagarh Chowki,Chattisgarh,20.7833,80.7167
491668,Bandha Bazar,Chattisgarh,20.85,80.7333
491771,Dondilohara,Chattisgarh,21.2381,81.1443
491881,Khairagarh (Raj.),Chattisgarh,21.4167,80.9667
491885,Chhui Khadan,Chattisgarh,21.4167,80.9667
491888,Gandai Paderia,Chattisgarh,21.4167,80.9667
491991,Sahaspur (Lohara),Chattisgarh,21.8417,81.2833
491993,Saja,Chattisgarh,21.6667,81.3167
491995,Kawardha,Chattisgarh,22.0167,81.25
492001,Raipur Ho.,Chattisgarh,21.3244,81.9627
492003,Raipur Rajkumar College,Chattisgarh,21.3244,81.9627
492004,Raipur Pandri,Chattisgarh,21.3244,81.9627
492005,Raipur Kapa,Chattisgarh,21.3244,81.9627
492007,Raipur Shankar Nagar,Chattisgarh,21.3244,81.9627
492008,Raipur W.R.S. Colony,Chattisgarh,21.3244,81.9627
492009,Raipur Ganj,Chattisgarh,21.3244,81.9627
492012,Raipur Krishak Nagar,Chattisgarh,21.3244,81.9627
492015,Raipur Mana Camp,Chattisgarh,21.3244,81.9627
492109,Panduka,Chattisgarh,21.3244,81.9627
492112,Sakara (Basna),Chattisgarh,21.3244,81.9627
493101,Simga,Chattisgarh,21.6333,81.7
493111,Madhar Cement Factory,Chattisgarh,21.65,81.8667
493113,Hatband,Chattisgarh,21.65,81.8667
493114,Neora,Chattisgarh,21.5667,81.8
493116,Baikunth,Chattisgarh,21.65,81.8667
493118,Bhatapara,Chattisgarh,21.7333,81.9333
493222,Bhatgaon,Chattisgarh,21.15,81.7
493225,Kharoa,Chattisgarh,21.15,81.7
493228,Pallari,Chattisgarh,21.15,81.7
493330,Arjuni (Bhalapara),Chattisgarh,21.65,82.3
493332,Baloda Bazar,Chattisgarh,21.6667,82.1667
493335,Kasdol,Chattisgarh,21.6333,82.4333
493344,Katgi (Raipur),Chattisgarh,21.6667,82.5167
493354,Basana,Chattisgarh,21.6556,82.3722
493441,Arang,Chattisgarh,21.2,81.9667
493445,Mahasamund,Chattisgarh,21.1,82.1
493449,Bagbahra,Chattisgarh,21.0333,82.3833
493551,Pithoa,Chattisgarh,21.4444,82.9
493555,Jagdishpur,Chattisgarh,21.35,82.7667
493558,Saraipali,Chattisgarh,21.3333,83.0
493559,Sarsiwa,Chattisgarh,21.65,82.9333
493562,Banskot,Chattisgarh,19.9833,81.8333
493661,Abhanpur,Chattisgarh,21.05,81.7167
493663,Kurud,Chattisgarh,20.8322,81.7214
493773,Dhamtari,Chattisgarh,20.7072,81.5497
493776,Rudri,Chattisgarh,20.6667,81.55
493778,Nagri,Chattisgarh,20.3442,81.9589
493779,Sankara (Nagri),Madhya Pradesh,20.5727,81.6862
493881,Nayapararajim,Chattisgarh,20.8004,81.9711
493885,Rajim,Chattisgarh,20.9658,81.8808
493889,Gariaband,Chattisgarh,20.635,82.0614
493890,Deobhog,Chattisgarh,19.9,82.6667
493895,Mainpur (Raipur),Chattisgarh,20.2931,82.2364
493992,Phingeshwar,Chattisgarh,20.8122,82.2094
493996,Chhura,Chattisgarh,20.8122,82.2094
494001,Jagdalpur Ho.,Chattisgarh,19.7748,81.4003
